Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6zgeNyPGFOqc2TV8WvXKFR,"3RJBI40xC4OmwA0ZG026Bb,2qkHfIu5Ks7kpTL9BXkZkp",Take Me As I Am,Take Me As I Am,"Joy Alexis,CERATONE",28/7/2023,229333,5,spotify:user:bandwagonapp,2023-07-28T03:49:18Z,,0.314,0.427,10,-12.702,0,0.0418,0.698,0.249,0.123,0.133,89.709,4
0Ap2GfNTVUBajt5IMTP4Mr,2vmWNXWLIWsf0mlVQoO251,Dead Eye,For Sure,Mary Sue,28/7/2023,124500,5,spotify:user:bandwagonapp,2023-07-28T03:49:18Z,chill abstract hip hop,0.399,0.727,1,-14.065,1,0.45,0.0808,0.0154,0.521,0.578,151.363,4
0VJh933Nhkk8VEUzqp74b0,0VHEsvWyL8en9IA2JI4jzh,Venus,Venus,ROYAL ESTATE,28/7/2023,244400,8,spotify:user:bandwagonapp,2023-07-28T03:49:18Z,singaporean indie,0.545,0.791,10,-5.306,1,0.0417,0.641,0.0146,0.107,0.512,100.008,4
3jHlvEYOBuCRaHi4fcxJBe,3r5bFY2H54Y0YGIDzAo1xp,Spark,Changing Room,Janice Yan,25/7/2023,238396,11,spotify:user:bandwagonapp,2023-07-28T03:49:18Z,mandopop,0.53,0.465,2,-8.385,1,0.0379,0.682,0,0.108,0.136,129.923,4
5tROsq1LsWF2BNODzyef3l,3EPASK2OUUcDo6RgfnroTK,Man With Feelings,Man With Feelings,ICEBOX,28/7/2023,247423,1,spotify:user:bandwagonapp,2023-07-28T03:49:18Z,,0.543,0.728,11,-6.027,1,0.0891,0.329,0,0.102,0.47,84.923,4
5f1ZlGsrH76eLQ2NRNyUSI,3YLOuVG28q7yiUXwz18PM2,YYY,"Loving, Love Dying",AIJOU,28/7/2023,120692,23,spotify:user:bandwagonapp,2023-08-04T01:59:43Z,,0.937,0.676,8,-5.802,0,0.0877,0.28,0.00000661,0.0791,0.861,129.959,4
5NuRmCtXA8QFEPp9x0RDLn,6kjxOb3qxNublHRuNQQuw8,彩霞,彩霞,刘雯佩,23/7/2023,168750,1,spotify:user:bandwagonapp,2023-07-28T03:49:18Z,,0.495,0.569,0,-8.723,1,0.0244,0.76,0.0102,0.297,0.283,80.007,4
4jWdQEj4oERNNbVsMod3ge,0FbejZR1UoamwHNaZUXIDN,fly away,fly away,Darryl Sim,28/7/2023,229062,1,spotify:user:bandwagonapp,2023-08-04T01:59:55Z,singaporean pop,0.443,0.372,6,-12.311,1,0.0553,0.877,0.00449,0.103,0.0731,137.196,4
3kjIgsuliSuXjtkipY06Eb,6nSeeZSMwiD5fk8FJoNZW4,Minimalism,Minimalism,Man N' Machine,24/7/2023,251147,0,spotify:user:bandwagonapp,2023-07-28T03:49:18Z,,0.772,0.242,2,-22.921,1,0.0953,0.935,0.968,0.105,0.94,100.017,4
1C4qmPFkEXh7jfJYZG4KjM,"2XBiI8PjCnjJ3XKWtiKcvc,1HzcHe0WFm4koBalCEOkVh",sad girl,sad girl,"brb.,SIRUP",19/7/2023,148000,47,spotify:user:bandwagonapp,2023-07-21T02:58:50Z,"bedroom r&b,singaporean pop,japanese r&b,japanese soul",0.794,0.625,9,-6.7,1,0.0392,0.071,0.00000436,0.0717,0.81,119.98,4
7Db0bRUVo0mjiirrpl51I0,24Vfz0c1aaf1k2nVAiBni5,what awaits?,what awaits?,bottlewoman,21/7/2023,202000,0,spotify:user:bandwagonapp,2023-07-21T02:58:50Z,,0.672,0.503,11,-7.9,1,0.0296,0.0188,0.0263,0.196,0.277,110.086,4
6uC4jSmhIlbfVoc0ximADq,"7CEGCiUDMO8Xr257mqIJl2,3epKmTu8QPqArqY6gEVfyS",取暖（新传媒电视剧《只此一家》主题曲）,取暖（新传媒电视剧《只此一家》主题曲）,"Tay Kewei,Alfred Sim",21/7/2023,226000,27,spotify:user:bandwagonapp,2023-07-21T02:58:50Z,"singaporean mandopop,singaporean pop,singaporean singer-songwriter,mandopop",0.826,0.606,8,-6.259,1,0.0465,0.462,0,0.141,0.48,103.973,4
3e3dNF0OkAyfQ5pV2Tfwm8,4kV6iM6LBNfZX4qRHJUoNH,Lullaby,Lullaby,Matilde G,21/7/2023,183333,22,spotify:user:bandwagonapp,2023-07-21T02:58:50Z,,0.752,0.811,3,-3.622,0,0.0917,0.0181,0.0229,0.0787,0.326,126.035,4
3YAWghO0GtVJf70R8ocA4c,5sOVNhUf8T3jiPhvFA6T7L,Home (25th Anniversary Remake),Home (25th Anniversary Remake),Kit Chan,21/7/2023,312543,18,spotify:user:bandwagonapp,2023-07-21T02:58:50Z,"c-pop,classic mandopop,singaporean mandopop,singaporean pop,xinyao",0.561,0.0764,8,-18.695,1,0.0418,0.965,0.0009,0.113,0.161,124.311,4
5GVyappgUYjyeEAtzw2mVY,3lwPzq3sT3tucaO1F6sDw7,Daydream,Daydream,Haneri,21/7/2023,203932,1,spotify:user:bandwagonapp,2023-07-21T02:58:50Z,singaporean pop,0.518,0.268,1,-15.32,1,0.0426,0.851,0.00584,0.108,0.411,135.897,4
5GqeQ8Xozl7ymUVV7RXjNg,"2r1WoyhX1FSc7AmcF8rkoO,4DBXSxqzYS9jcuOpkn0Mh4",Pujaanku (feat. Aisyah Aziz),Pujaanku (feat. Aisyah Aziz),"Masdo,Aisyah Aziz",21/7/2023,234154,59,spotify:user:bandwagonapp,2023-07-21T02:58:50Z,"malaysian indie,singaporean pop",0.608,0.666,10,-11.248,1,0.0341,0.226,0.00544,0.0951,0.753,117.062,4
4jwnac3HIhNAykAbxCbyO8,2SpnwuX7Vq0xVBg1N6aqIS,Fallin/Failing,Fallin/Failing,Myra Choo,15/7/2023,253188,5,spotify:user:bandwagonapp,2023-07-21T02:58:50Z,,0.426,0.198,0,-10.535,1,0.0301,0.878,0,0.146,0.333,97.607,4
2vKONalLYnwKI69pZQq1cX,0oLvq0E0XQT55lYZprrobg,voicemail,voicemail,Yongkytown,21/7/2023,175945,1,spotify:user:bandwagonapp,2023-07-21T02:58:50Z,,0.494,0.519,6,-6.538,0,0.0307,0.484,0.000149,0.327,0.127,147.766,4
1wlJxfj5fISRFgdi2UH5vs,4KTTsSuEEoNhQLzXH1JH7x,only us (we can forget),only us (we can forget),Jeyes,21/7/2023,195428,0,spotify:user:bandwagonapp,2023-07-21T02:58:50Z,,0.554,0.414,3,-8.238,1,0.0347,0.712,0.00319,0.151,0.521,139.913,4
0PmvSX9GfBmjTWjwnVvy2X,"3q11dOe2pSvKVQlr4XTMmH,2DTsDKcc0bncHTxrr2WgiW",Obsessed,Obsessed,"Joel Quintis,The Cold Cut Duo",21/7/2023,184077,3,spotify:user:bandwagonapp,2023-07-21T02:58:50Z,singaporean mandopop,0.749,0.412,0,-8.725,1,0.0469,0.647,0,0.225,0.761,137.887,4
7FI1dYe3vZZXhrbyaokwG3,3WcxoMXDOK4nZBUCm1QCSd,July,July,Shohini,21/7/2023,252169,0,spotify:user:bandwagonapp,2023-07-21T02:58:50Z,,0.675,0.551,9,-5.978,0,0.0335,0.79,0.00102,0.122,0.562,145.974,4
0W0tMXeT22DDGzzMTngkrq,6nSeeZSMwiD5fk8FJoNZW4,1745 Hrs Busy Street,1745 Hrs Busy Street,Man N' Machine,19/7/2023,120936,0,spotify:user:bandwagonapp,2023-07-21T02:58:50Z,,0.185,0.686,0,-15.661,1,0.0749,0.0168,0.277,0.357,0.0368,76.223,4
4oC3k6nSW6gQNTbMh9wcGs,"1SRpYy6lUdjsPA8UItAyTk,20whPMCABrPbpDinC991ZW",FLOW,FLOW,"voxeaa,LVNA",10/7/2023,245786,0,spotify:user:bandwagonapp,2023-07-14T06:32:45Z,,0.685,0.636,8,-9.681,0,0.367,0.257,0.484,0.198,0.841,83.985,4
1WucOL2fl6kxq6qz1jIGDM,1WZarnZpWEv7dDtjAETt4X,dazies,dazies,yeule,12/7/2023,264854,35,spotify:user:bandwagonapp,2023-07-14T06:32:45Z,"ambient pop,hyper-rock",0.304,0.628,4,-5.342,1,0.049,0.00524,0.0102,0.337,0.45,141.946,4
35gZphaBnnB6DuEtpKVK5g,51sob9QZyfLff9XqvYluN5,Luarbiasa,Luarbiasa,Sezairi,14/7/2023,214500,34,spotify:user:bandwagonapp,2023-07-14T06:32:45Z,"singaporean pop,singaporean singer-songwriter",0.592,0.224,11,-10.254,1,0.0289,0.725,0.000218,0.32,0.32,59.891,4
0gPBfgkCYnqg4pZowtFdLD,3risOBDAx6GGVaCcBuhswz,Home is a Feeling - English Version,Home is a Feeling,Jasmine Sokko,14/7/2023,150000,24,spotify:user:bandwagonapp,2023-07-14T06:32:45Z,"singaporean pop,singaporean singer-songwriter",0.731,0.598,2,-9.411,1,0.0892,0.151,0.108,0.151,0.735,152.029,4
42F7QCFDqnpsfEQIJbth7H,"41DKMtAnhVo7aDeluAHDJg,5XmuPCMjLwYLKWvOCyh6jK",Freefall,Freefall / Era,"MYRNE,Joyia",14/7/2023,260000,11,spotify:user:bandwagonapp,2023-07-14T06:32:45Z,"future bass,gaming edm,melodic dubstep,pop edm,singaporean electronic,singaporean pop,vapor twitch,canadian contemporary r&b",0.647,0.869,11,-6.563,0,0.0463,0.0681,0.269,0.088,0.271,125.987,3
70f76mINg9X0oK0EiVBhuy,4h1sE1sVLVe4cRO4mn8mtN,石化的眼淚,石化的眼淚,Goose 我鳥,12/7/2023,374933,3,spotify:user:bandwagonapp,2023-07-14T06:32:45Z,chinese post-rock,0.26,0.3,9,-14.043,0,0.0379,0.0483,0.0608,0.134,0.0384,78.009,4
1Y3yYZKCbk9G6CiBxJ3BLT,"330A2O2MYF4bWFjwM5PJ4z,40NI9ZKB9SZhfBD81Yv7pK",YOU,YOU,"Rangga Jones,TENGY",14/7/2023,140506,35,spotify:user:bandwagonapp,2023-07-14T06:32:45Z,"bedroom r&b,singaporean pop",0.724,0.496,5,-8.785,0,0.0752,0.477,0,0.147,0.713,158.073,4
6oYY9Y4OrcZQqk47DDcQCv,3CrHBVFqfWQ329LbxGeyj1,Wonder,Wonder,KHAi,14/7/2023,259642,15,spotify:user:bandwagonapp,2023-07-14T06:32:45Z,singaporean singer-songwriter,0.641,0.419,2,-9.772,1,0.0238,0.233,0.0106,0.0788,0.517,84.005,4
5vCXGytKh9Uz2DNlVTkPC9,2vmWNXWLIWsf0mlVQoO251,For/Sure - Prelude,For/Sure (Prelude),Mary Sue,14/7/2023,169337,0,spotify:user:bandwagonapp,2023-07-14T06:32:45Z,chill abstract hip hop,0.27,0.593,0,-8.238,1,0.261,0.302,0,0.247,0.843,167.591,4
0MyDQQ7v5WMb7PaQ0boFkL,2VIpsUyYMf7opaz3dG4OiF,THUNDER N’ LIGHTNING,THUNDER N’ LIGHTNING,Reub,13/7/2023,221487,3,spotify:user:bandwagonapp,2023-07-14T06:32:45Z,,0.697,0.659,0,-9.32,1,0.0263,0.0853,0.000161,0.211,0.786,127.992,4
17v1n74rexnQAO4yuly52C,1qXjkdOzaGvRcJJbRoy2IZ,all the other earths,hillcrest,Lauren Ong,14/7/2023,169905,8,spotify:user:bandwagonapp,2023-07-14T06:32:45Z,,0.46,0.413,0,-12.33,0,0.035,0.66,0.955,0.103,0.358,101.992,4
2Oc5Sxba67DTHEv7ktP8Y2,6nSeeZSMwiD5fk8FJoNZW4,My Life Is Music - Wet Mix,My Life Is Music (Wet Mix),Man N' Machine,9/7/2023,265404,0,spotify:user:bandwagonapp,2023-07-14T06:32:45Z,,0.789,0.945,11,-11.485,1,0.0466,0.00166,0.842,0.105,0.376,124.996,3
2J6rRsmKn1TpGOfQagoRVr,"5Iyx1kSKoYvJz0gCrsFLW6,2XI2CpdL1MtHXIt0rxa7mS",somebody's daughter,somebody's daughter,"Marian Carmel,Jean Seizure",7/7/2023,187118,17,spotify:user:bandwagonapp,2023-07-07T07:14:52Z,singaporean singer-songwriter,0.612,0.267,7,-10.263,1,0.0366,0.789,0,0.097,0.321,118.152,4
2gEUdv8NXw7D0AoUtb3srf,"26iQVSr3VdWWAzy7fiN908,76ZCgPpNcZEokvxJRFfSgr",i know it’s you,i know it’s you,"Narysal,LAYYI",7/7/2023,199148,30,spotify:user:bandwagonapp,2023-07-07T07:14:52Z,,0.701,0.483,7,-7.618,1,0.0316,0.697,0,0.161,0.416,94.001,4
39ZRrvH3OcU9XBMSC4IgSc,1iuvFwzMREPmNlzoX1h8gx,Tap Out!,Tap Out! (From Joy Ride Official Motion Picture Soundtrack),J.M3,7/7/2023,161250,15,spotify:user:bandwagonapp,2023-07-07T07:14:52Z,,0.854,0.826,10,-4.744,1,0.0613,0.0585,0.00554,0.348,0.416,160.012,4
7cBa6R2m72jd4zhrQOxMyh,"6qgKUwOGSU1iHNktLOON00,2HXfSr5CfTPZbcqS2gyGYm,5euTSdDookRvAEl8yOXhHh",OK DAH,OK DAH,"Harvinth Skin,Yung Raja,Fariz Jabba",7/7/2023,177230,20,spotify:user:bandwagonapp,2023-07-07T07:14:52Z,"malaysian tamil pop,malaysian tamil rap,singaporean hip hop,malay rap",0.895,0.497,11,-10.125,0,0.18,0.281,0,0.0532,0.56,130.081,4
3YZSUOv1NeUpC9QYovqNTe,4oX4PrTMbfkKriCnsp50yq,Gelombang Hati Dunia,Gelombang Hati Dunia,Disko Biscuit,5/7/2023,355285,0,spotify:user:bandwagonapp,2023-07-07T07:14:52Z,,0.305,0.724,7,-10.474,1,0.034,0.0000203,0.875,0.224,0.526,150.623,4
4uTclJ9f8WzttqARsVpm0l,1bQPtXtqkuOjJ2TJbKpvsb,Kill Me Gently,Kill Me Gently,Jesse Who,2/7/2023,266153,0,spotify:user:bandwagonapp,2023-07-07T07:14:52Z,,0.602,0.466,9,-8.137,1,0.0354,0.528,0,0.135,0.353,130.173,4
5hwBvSlcCIk1zgB1E5dnSE,71gWfXRZ2vs5cQ7Bfh9M53,SKIN,SKIN,Vivien Yap,7/7/2023,227727,7,spotify:user:bandwagonapp,2023-07-07T07:14:52Z,"singaporean pop,singaporean singer-songwriter",0.651,0.462,1,-14.006,0,0.0345,0.00202,0.0236,0.157,0.474,104.994,4
25Y6E3qOsifSWA0whsTdXw,1QG9pJRvxU3zU3DBWlxhXe,Why Do We?,Why Do We?,Shahrizal,7/7/2023,163539,1,spotify:user:bandwagonapp,2023-07-07T07:14:52Z,singaporean hip hop,0.649,0.329,1,-10.954,1,0.0405,0.277,0.0146,0.182,0.318,113.051,4
21gR3WjgtzHcUrhm9GIT7Q,1LQJ1GBylFxJ6aPVtZ1UHX,IDOL GIRL,IDOL GIRL,PRETTY HAVØC,30/6/2023,135301,23,spotify:user:bandwagonapp,2023-06-30T03:52:38Z,singaporean pop,0.397,0.916,9,-8.414,0,0.046,0.00163,0,0.393,0.711,148.996,4
1psO7zg2F9gDEk9qZ77zjE,"0n1n8JVg3vec8svJHivjnf,330A2O2MYF4bWFjwM5PJ4z,4jGPdu95icCKVF31CcFKbS",Mess In Me,Slower Life,"Dru Chen,Rangga Jones,Gentle Bones",30/6/2023,154153,34,spotify:user:bandwagonapp,2023-06-30T03:52:38Z,"singaporean pop,bedroom r&b",0.633,0.381,9,-6.758,1,0.0367,0.536,0,0.115,0.337,130.105,4
1EjQWvAoJ23l2mMJJL5S45,"4ATqdfAOYsKwaVVPEktade,5w7Pmxry6YZf1i3p56TSst",Here Right Now,Here Right Now,"Ben Hum,The Songwriter Music College",30/6/2023,247500,4,spotify:user:bandwagonapp,2023-06-30T03:52:38Z,,0.529,0.726,0,-6.914,1,0.04,0.538,0.00000208,0.0633,0.231,128.01,4
7M9svZkMPsqfnoFu6u0DbI,0LEKgxc0qwHDbNc31ZtA1C,英雄,英雄,Jack & Rai,30/6/2023,208500,1,spotify:user:bandwagonapp,2023-06-30T04:33:07Z,,0.529,0.624,0,-5.856,1,0.0275,0.399,0,0.0884,0.404,80.002,4
2pwrXRM5OHVxvd7D5yqoDO,6xx5onyQzBbqxee5Ogqouv,half of my heart,half of my heart,Josh Makazo,30/6/2023,218260,50,spotify:user:bandwagonapp,2023-06-30T03:52:38Z,dark r&b,0.466,0.664,1,-6.575,0,0.0422,0.0839,0.00000398,0.1,0.101,137.97,3
5vPAPy9bwoFcVvh72kTepY,0cgcseXQsO6uYGUp55v0S4,SOUL,SOUL,FARA,30/6/2023,178000,0,spotify:user:bandwagonapp,2023-06-30T03:52:38Z,,0.5,0.576,8,-7.94,0,0.373,0.543,0,0.15,0.464,76.845,4
550SNR5nqd5LA5dBKde8rx,5rHKu25IpEOc7hkwaWNldt,Waking Up,Waking Up,Ralph Alvern,30/6/2023,199499,10,spotify:user:bandwagonapp,2023-06-30T03:52:38Z,singaporean singer-songwriter,0.641,0.611,11,-7.185,0,0.0971,0.575,0,0.134,0.823,156.047,4
7ksiHsGiRjSVvgb3HurNmG,5QJNmXd5jutNELRRf5Pl8U,songs about houses,songs about houses,jupiterkid,30/6/2023,255789,26,spotify:user:bandwagonapp,2023-06-30T03:52:38Z,,0.558,0.209,3,-12.825,1,0.0298,0.838,0.00000367,0.126,0.153,113.869,3
6VADFrkQlzQ2dYgD48LEAL,5tBUXHMbwrbqysU0oTUP1P,多一分鐘,多一分鐘,Quis,30/6/2023,232916,15,spotify:user:bandwagonapp,2023-06-30T03:52:38Z,,0.485,0.715,9,-5.31,0,0.0448,0.225,0.0000231,0.249,0.378,144.082,4
7Cwr5hnnJT7jNw0PP7JOJo,5iYfkAR2436UVRFEFm9iHr,mom jeans,mom jeans,Leeray,30/6/2023,179154,0,spotify:user:bandwagonapp,2023-06-30T03:52:38Z,,0.646,0.701,4,-7.265,1,0.0305,0.0493,0.00889,0.165,0.729,141.964,4
5v0DtRxhP4ZpOGXwNSOPjH,66WdsOJqSYj93d2tDRygaj,Age of Aquarius,Age of Aquarius,Qastalani,30/6/2023,188209,1,spotify:user:bandwagonapp,2023-06-30T03:52:38Z,,0.707,0.496,8,-6.853,0,0.0387,0.413,0.0000275,0.104,0.545,144.027,4
5jvovLzX45WuEP6pAOo3By,3EPASK2OUUcDo6RgfnroTK,Promises,Promises,ICEBOX,30/6/2023,198000,9,spotify:user:bandwagonapp,2023-06-30T03:52:38Z,,0.557,0.411,9,-10.024,1,0.0628,0.672,0.00000178,0.0915,0.279,80.001,4
12T4WzDi9sw8EP9Dq810HB,51sob9QZyfLff9XqvYluN5,Memory,Memory,Sezairi,23/6/2023,195157,29,spotify:user:bandwagonapp,2023-06-23T03:31:15Z,"singaporean pop,singaporean singer-songwriter",0.666,0.489,8,-8.88,0,0.0313,0.703,0.00306,0.176,0.7,94.982,4
133e7Bezma3HhZYbtyIDpD,11p9ZAAzj0eUeP1FycC04K,ALLY,ALLY,Preetipls,23/6/2023,154838,2,spotify:user:bandwagonapp,2023-06-23T03:31:15Z,singaporean hip hop,0.928,0.739,11,-8.08,1,0.337,0.0302,0,0.0273,0.867,123.926,4
0fThwop1oDrMPA67KzkGe4,5sOVNhUf8T3jiPhvFA6T7L,願愛堅定,願愛堅定,Kit Chan,23/6/2023,270000,23,spotify:user:bandwagonapp,2023-06-23T03:31:15Z,"c-pop,classic mandopop,singaporean mandopop,singaporean pop,xinyao",0.522,0.194,0,-12.45,1,0.0423,0.936,0,0.108,0.25,113.104,4
4zRjm49g6qewhPemdUUi0B,28dh27mbtc24Yy62PPpm8t,Pull Thru,Pull Thru,Ki Zikry,22/6/2023,217764,18,spotify:user:bandwagonapp,2023-06-23T03:31:15Z,singaporean pop,0.364,0.472,5,-8.994,0,0.167,0.232,0,0.144,0.246,76.416,4
7LVsxInZbRLYucWpNCgx7A,2lP0iXobpSDobEhi2eI4eP,for all this savin’,for all this savin’,Soph T.,23/6/2023,206842,15,spotify:user:bandwagonapp,2023-06-23T03:31:15Z,singaporean singer-songwriter,0.55,0.41,8,-9.828,0,0.0391,0.637,0,0.173,0.422,151.897,3
4o3ZoEkQx3zVCUNrxXC3P9,3RJBI40xC4OmwA0ZG026Bb,Effervescent - Behind Beatific Smiles,Effervescent (Behind Beatific Smiles),Joy Alexis,23/6/2023,241376,0,spotify:user:bandwagonapp,2023-06-23T03:31:15Z,,0.402,0.411,8,-12.934,1,0.134,0.753,0.207,0.202,0.394,148.855,4
47N6MR3XrYN5AwW01bEHu4,7aKGYYCdqzIowwzzBMdKSF,Stoplight,Stoplight,xena giam,23/6/2023,201212,8,spotify:user:bandwagonapp,2023-06-23T03:31:15Z,,0.751,0.576,11,-6.428,1,0.0399,0.444,0,0.0903,0.618,99.064,4
1q6WBM2eCetMnrz6LMMM16,1QG9pJRvxU3zU3DBWlxhXe,Can't Find Me,Can't Find Me,Shahrizal,23/6/2023,150697,7,spotify:user:bandwagonapp,2023-06-23T03:31:15Z,singaporean hip hop,0.622,0.561,1,-8.25,0,0.137,0.358,0.0228,0.112,0.207,85.991,4
0vZkpuJD7Q0jDym1IdueFv,1qXjkdOzaGvRcJJbRoy2IZ,dandelion wine,dandelion wine,Lauren Ong,23/6/2023,215165,8,spotify:user:bandwagonapp,2023-06-23T03:31:15Z,,0.308,0.306,1,-14.945,0,0.0456,0.955,0.000218,0.125,0.488,185.095,4
03YxtKGHhZZw6dJd5xgDWn,05qCLk6f7mvIPNSWjomJIw,Run to You,Run to You,Samantha Ng,23/6/2023,303428,0,spotify:user:bandwagonapp,2023-06-23T03:31:15Z,,0.596,0.349,10,-10.342,1,0.0435,0.434,0,0.0983,0.184,140.034,4
5Ap6CNzIbmWjNncT1oQfTR,5rirdMf17gTWSFQI8koNSA,你走後,你走後,Homeless Scholars,23/6/2023,231266,19,spotify:user:bandwagonapp,2023-06-23T03:31:15Z,,0.517,0.758,7,-4.011,1,0.0292,0.0137,0.0109,0.137,0.358,131.144,4
1obhDlN13dIweXsiaaEOZj,6Ol8MzcK4ARqC8cTJbFxAw,but hey,but hey,Sherman Zhuo,16/6/2023,185406,31,spotify:user:bandwagonapp,2023-06-16T04:13:52Z,chinese r&b,0.648,0.838,7,-5.152,1,0.204,0.23,0,0.107,0.725,96.154,4
4axh5PnrRAvhPxxrsa5BOW,6xx5onyQzBbqxee5Ogqouv,Come My Way,Come My Way,Josh Makazo,16/6/2023,177931,36,spotify:user:bandwagonapp,2023-06-16T04:13:52Z,dark r&b,0.227,0.586,2,-6.398,0,0.0438,0.221,0,0.0523,0.0995,173.76,3
3MX3siuJV6BYItMyoR050h,"5ejbZdon0riCxa7GyJNEAx,4VyJgkmyclZOaiKFmqX9jR",Supernova,Supernova,"OHMYMEITING,MFMF.",16/6/2023,192272,29,spotify:user:bandwagonapp,2023-06-16T04:13:52Z,"singaporean mandopop,taiwan pop",0.699,0.801,0,-4.8,0,0.036,0.156,0,0.0825,0.313,109.962,4
4xsZAWGBEKysAimyCG5RsB,0WkO6vRNHwdCiW2Zirn4Th,Realise,Realise,The Colour Fool,16/6/2023,285428,0,spotify:user:bandwagonapp,2023-06-16T04:13:52Z,,0.558,0.501,2,-9.336,1,0.0248,0.0456,0.00761,0.126,0.13,140.078,4
7EYc3DV8YPRQYNO3i2cPTd,6QJpQL2sOAE4yKLSHFyjy8,COMPANY,COMPANY,karan,16/6/2023,176000,1,spotify:user:bandwagonapp,2023-06-16T04:13:52Z,singaporean hip hop,0.818,0.489,4,-9.071,0,0.0509,0.304,0.00000542,0.111,0.326,119.983,4
5InPazFWiVsfAFmpxSNTlH,"2Cn7Bt3a2QtoJnX6lkJN8y,0S6PVCIrYIIr2nmdaVTg3n",Compassion,Compassion,"Sam Florian,Chara Kai-Le",16/6/2023,139746,7,spotify:user:bandwagonapp,2023-06-16T04:13:52Z,bedroom pop,0.8,0.821,3,-7.205,1,0.0377,0.306,0.294,0.151,0.97,125.975,4
44p8wciyijJeF0XilqySox,3Y7gOnKYWfQlEdgXag0Z6W,heartache frenzy,heartache frenzy,Regina Song,16/6/2023,220137,11,spotify:user:bandwagonapp,2023-06-16T04:13:52Z,bedroom r&b,0.613,0.709,0,-7.411,1,0.0543,0.14,0,0.0889,0.787,144.979,4
0mUmFJaRpi3uVOpZFpA2lI,6iAbibDLgLcQFBw2HUIIBn,Tokyo,Tokyo,Chang Wen,11/6/2023,179137,0,spotify:user:bandwagonapp,2023-06-16T04:13:52Z,,0.723,0.37,4,-8.566,0,0.0661,0.929,0.00000345,0.197,0.609,76.002,4
5iNvXZQvypoTShrn4MWoxs,08UgDZuFwNBio0gstXxJqm,Dancing on a Sinking Ship,Dancing on a Sinking Ship,shy-c,16/6/2023,181829,0,spotify:user:bandwagonapp,2023-06-16T04:13:52Z,,0.363,0.318,10,-12.596,1,0.0824,0.567,0.00000418,0.33,0.158,80.849,4
06n7XggvrgCntNUNKJFm8R,7CEGCiUDMO8Xr257mqIJl2,我的模樣,我的模樣,Tay Kewei,9/6/2023,203416,8,spotify:user:bandwagonapp,2023-06-09T11:11:16Z,"singaporean mandopop,singaporean pop,singaporean singer-songwriter",0.582,0.468,5,-6.903,1,0.0306,0.624,0,0.0874,0.409,80.023,4
05G4r4bpW4tdZMPdhlujmZ,"2XBiI8PjCnjJ3XKWtiKcvc,2KZp9cq9DQ9unz17ohWTlL",sharp knife,sharp knife,"brb.,KIRE",9/6/2023,170204,42,spotify:user:bandwagonapp,2023-06-09T11:11:16Z,"bedroom r&b,singaporean pop,chinese r&b",0.774,0.632,7,-6.809,1,0.083,0.104,0.000304,0.0988,0.453,97.976,4
6aOaq5bUfwoihiB0vF3ZwH,4HnjYY4OILxDwX93n0KUHB,Eyes On Me,Eyes On Me,Alfred Sun,9/6/2023,164000,6,spotify:user:bandwagonapp,2023-06-09T11:11:16Z,,0.66,0.799,10,-4.488,0,0.0513,0.0146,0,0.14,0.487,90.013,4
18wbJKp8KPq1vT40JJtPLM,"0SueX3F8oyrlVY4i8JB6Lb,5wvijDYWS37P3B4klR8g1e",Don't Need Your Sorry,Don't Need Your Sorry,"Ruth Kueo,NAT健豪",9/6/2023,194900,15,spotify:user:bandwagonapp,2023-06-09T11:11:16Z,"singaporean mandopop,taiwan pop",0.533,0.377,11,-8.755,1,0.0344,0.528,0,0.11,0.282,150.083,3
5rOOvxVOYIB2gbyphO3h4w,"5VJEmiTk1xkj60ts3ZmoHf,5Aisnyp1dEc7Hg7GvcaqUw,2vmWNXWLIWsf0mlVQoO251",okei,okei,"Cravism,ABANGSAPAU,Mary Sue",9/6/2023,196500,14,spotify:user:bandwagonapp,2023-06-09T11:11:16Z,"singaporean pop,singaporean hip hop,chill abstract hip hop",0.643,0.637,3,-5.202,1,0.16,0.556,0,0.358,0.565,86.005,4
2CNCCKks8cYDz16a003ncP,4cvWCJw13sP1fRbqr0fDsR,爸爸,爸爸,Kaitlyn Lin,9/6/2023,200000,0,spotify:user:bandwagonapp,2023-06-09T11:11:16Z,,0.425,0.67,2,-4.294,0,0.0288,0.581,0.0000463,0.236,0.306,183.927,4
7KBqfb5Bv9kBFEDShVG7v3,"3Iy46WJMYL7alyUlG2vYnU,6dhwyJ9zxV1cstuPoRv06s,0CzAGxgTgfwF5Z8QQnc6yi",Loving You Now,Loving You Now,"Hafiy The Dude,Jelex,Dan Rafaael",2/6/2023,174084,17,spotify:user:bandwagonapp,2023-06-09T11:11:16Z,aesthetic rap,0.755,0.447,6,-11.945,0,0.0969,0.52,0,0.591,0.805,142.093,4
6MiXKyYn449ySHiqVLEnGc,2zDF6PeSxBlLKma4IMAlLu,Paper Hearts,F(OOL),hongjoin,9/6/2023,212000,32,spotify:user:bandwagonapp,2023-06-09T11:11:16Z,,0.248,0.322,5,-9.529,1,0.0305,0.794,0.0529,0.104,0.079,67.984,4
