Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2b22WnbcVOUe5eMII5Dh4H,"18G699wFEzXLGHsgsDZyYj,5rirdMf17gTWSFQI8koNSA",what am i gonna do,what am i gonna do,"Marcus Lee,Homeless Scholars",17/5/2024,198045,35,spotify:user:bandwagonapp,2024-05-17T05:43:10Z,singaporean singer-songwriter,0.494,0.69,0,-4.325,1,0.0285,0.0516,0,0.109,0.131,137.75,4
3DHjuag3mnQqCIxIrK4ing,40NI9ZKB9SZhfBD81Yv7pK,Down,Down,TENGY,17/5/2024,173333,31,spotify:user:bandwagonapp,2024-05-17T05:43:10Z,,0.58,0.615,4,-7.878,1,0.0442,0.148,0.000137,0.211,0.296,180.116,4
2olkQiOBNai6jtxU03w47a,"6xQvQwZQQuq9R3TdPNbcR8,6AtgLd3rwVPep5RSPWRQ1T,5ZvQPPwdcOmk7rXvPEnJwp",I Believe,I Believe,"Bassjackers,WUKONG,D Jayne",17/5/2024,163098,49,spotify:user:bandwagonapp,2024-05-17T05:43:10Z,"dutch house,edm,electro house,pop dance,progressive electro house,singaporean electronic",0.614,0.821,4,-4.724,0,0.0474,0.0527,0.0000501,0.278,0.47,141.989,4
3GGhDuH1CvIJbMy5qZvF00,3EPASK2OUUcDo6RgfnroTK,JEAN,JEAN,ICEBOX,17/5/2024,250285,23,spotify:user:bandwagonapp,2024-05-17T05:43:10Z,,0.499,0.409,10,-9.409,1,0.0537,0.795,0.000028,0.113,0.086,138.823,4
4wo9qxqcw3oGYosenGo5UA,3ygc1oTHrBtSgs8vDvx1Oo,NORTHSIDE,NORTHSIDE,AE$OP CA$H,15/5/2024,165389,21,spotify:user:bandwagonapp,2024-05-17T05:43:10Z,"singaporean hip hop,singaporean pop",0.688,0.408,1,-9.453,1,0.0842,0.0238,0,0.138,0.532,154.031,4
4GN1WsaRQna1M6xjh88OFa,"6dhwyJ9zxV1cstuPoRv06s,2Pa2Q2By2eVE6RT8SfgozN,3n3yF74Fn9FFxtlmSpO8cX",tell me the truth,tell me the truth,"Jelex,isaacprease,stvphn",17/5/2024,178000,23,spotify:user:bandwagonapp,2024-05-17T05:43:10Z,aesthetic rap,0.688,0.59,7,-6.331,1,0.0339,0.126,0,0.394,0.861,105.06,4
6R0b4W7A7cPFJrDQI7pXbf,7zh84sU4kvNPzoqUjFrE9E,If only I could,If only I could,ALICIA DC,17/5/2024,267000,20,spotify:user:bandwagonapp,2024-05-17T05:43:10Z,,0.354,0.203,8,-14.626,1,0.0435,0.867,0.0000403,0.374,0.118,81.291,4
4zX7T6dty9WFsreOONKf1W,0S6PVCIrYIIr2nmdaVTg3n,On the Run,KINTSUGI - (Grief),Chara Kai-Le,17/5/2024,182750,11,spotify:user:bandwagonapp,2024-05-17T05:43:10Z,,0.694,0.246,9,-15.447,0,0.0436,0.941,0.027,0.128,0.437,131.952,4
7ksMRKE4lNrTUuW8ZtrZ1U,01vhc9yt6KyqJ7a7g0NA3a,Surely,Surely,ziqqsayshello,13/5/2024,123402,4,spotify:user:bandwagonapp,2024-05-17T05:43:10Z,,0.523,0.0819,8,-19.466,1,0.038,0.955,0.0000118,0.184,0.326,135.819,5
5Y0vmCQMC9fZcniKumU4Dn,1mvjo1U4RVEab0pQRbyr0x,1950,1950,rae,17/5/2024,221441,20,spotify:user:bandwagonapp,2024-05-17T05:42:24Z,,0.51,0.567,7,-8.176,1,0.0321,0.186,0.0000681,0.119,0.394,170.207,4
02SNJOtKzcAlgW8AzUHWzC,6nSeeZSMwiD5fk8FJoNZW4,Take it Easy,Take it Easy,Man N' Machine,11/5/2024,280752,2,spotify:user:bandwagonapp,2024-05-17T05:43:10Z,,0.556,0.913,5,-10.878,0,0.0603,0.762,0.894,0.206,0.187,165.597,5
6EFncLJszMqRd6bOA0uOOv,6QYehwA9q6UQEMs1Vak0uy,EX YOU,EX YOU,Feng Ze,9/5/2024,174000,38,spotify:user:bandwagonapp,2024-05-10T02:57:55Z,"singaporean mandopop,singaporean singer-songwriter,taiwan pop",0.756,0.726,9,-4.175,0,0.0357,0.113,0,0.109,0.623,100.045,4
30ByJRZ3DY7XX0PdLglNaq,1SRpYy6lUdjsPA8UItAyTk,Overdrive,Overdrive,voxeaa,8/5/2024,202920,3,spotify:user:bandwagonapp,2024-05-10T02:57:55Z,,0.687,0.867,1,-5.726,0,0.0676,0.00897,0.605,0.144,0.496,128.055,4
2PyEVqNNmtbDIA81RYvp8D,"3vYlOrtxEjNzvUPhacOdoV,2qXGNIlmY3JrYkxOWyXZsd",BO BEH ZAO 没马跑,BO BEH ZAO 没马跑,"ShiGGa Shay,瘦子E.SO",8/5/2024,179166,39,spotify:user:bandwagonapp,2024-05-10T02:57:55Z,"singaporean hip hop,singaporean pop,chinese r&b,mandopop,taiwan hip hop",0.655,0.801,1,-4.239,1,0.182,0.12,0,0.106,0.34,143.925,4
4nKfx9XQHTM0i5acRpaONt,2zDF6PeSxBlLKma4IMAlLu,Komorebi,KOMOREBI,hongjoin,10/5/2024,290307,32,spotify:user:bandwagonapp,2024-05-10T02:57:55Z,,0.633,0.541,2,-8.419,1,0.03,0.0337,0.000217,0.209,0.238,80.01,4
5zQzgy1XxG6VKzqv9zBJnY,4rCtNYi7fb5vwXz7dxHVkY,March On,March On,Sky Shen 沈于翔,10/5/2024,204492,2,spotify:user:bandwagonapp,2024-05-10T02:57:55Z,,0.678,0.712,9,-8.834,1,0.0366,0.106,0,0.142,0.315,130.033,4
0a1LOBA5hAcnvPgqKGo16t,069FZPCzkfE0duPvgO50Xf,Maybe,Maybe,Jeron Pang,10/5/2024,187000,5,spotify:user:bandwagonapp,2024-05-10T02:57:55Z,,0.59,0.79,1,-5.094,1,0.0625,0.00253,0,0.439,0.456,119.998,4
3YzYjKHsjtSEfO3QYcFNnw,6nSeeZSMwiD5fk8FJoNZW4,Four on the Machine 001,Four on the Machine 001,Man N' Machine,5/5/2024,290667,0,spotify:user:bandwagonapp,2024-05-10T02:57:55Z,,0.932,0.297,6,-22.197,1,0.232,0.000476,0.954,0.0801,0.137,129.989,4
4dSnUf7H1mnTgasQH3v7oU,3qeuv2ijwaAcbX3KVMJfuj,Dari Jauh,Dari Jauh,ALYPH,2/5/2024,206936,50,spotify:user:bandwagonapp,2024-05-03T04:03:39Z,"malaysian hip hop,malaysian pop,singaporean hip hop",0.595,0.402,5,-7.461,0,0.0256,0.41,0.00000755,0.117,0.449,85.964,4
4Q6GXGl5DcW5w615iSiUjf,3Y7gOnKYWfQlEdgXag0Z6W,leftover feelings,leftover feelings,Regina Song,3/5/2024,323200,39,spotify:user:bandwagonapp,2024-05-03T04:03:39Z,bedroom r&b,0.38,0.317,8,-9.202,1,0.0356,0.868,0,0.0825,0.279,149.802,3
6tzipjEGEfKmAdJ9Uzfito,"6sGzLUKd2Er4uTZ8m2izVj,28dh27mbtc24Yy62PPpm8t",ASING,ASING,"Firwan Johan,Ki Zikry",2/5/2024,202660,22,spotify:user:bandwagonapp,2024-05-03T04:03:39Z,"singaporean hip hop,singaporean pop",0.431,0.578,3,-6.304,0,0.0644,0.53,0,0.115,0.393,94.872,4
1wF1Fiu7HrRBqWrhFfs6Fw,44DkJ4VKIXuLWfpyL9Tbps,Cope,Cope,Joel See,3/5/2024,194734,10,spotify:user:bandwagonapp,2024-05-03T04:03:39Z,,0.364,0.731,5,-8.042,0,0.139,0.489,0.193,0.11,0.104,94.473,1
65Ox4mJSZfdY7KsTCrDr4X,2FkruVc167pPQ7FYtjmPef,hard to find,Movements,Sun Cell,3/5/2024,173493,25,spotify:user:bandwagonapp,2024-05-03T04:03:39Z,,0.563,0.87,2,-4.718,1,0.0354,0.048,0.4,0.28,0.651,165.854,4
4juJw6XXVZNb25sJWCHk1Z,1eF3L2mTZO8nLUihnoA3Lb,stay,stay,emmarae,3/5/2024,230627,12,spotify:user:bandwagonapp,2024-05-03T04:03:39Z,,0.545,0.21,10,-18.894,1,0.0398,0.895,0.157,0.0982,0.109,80.002,3
0xpgLRE5cCKL8vnUeFiBYz,2sX71sKSY55XluACX5F4E6,she's coming alive,she's coming alive,Amelia Rae,1/5/2024,213000,16,spotify:user:bandwagonapp,2024-05-03T04:03:39Z,,0.694,0.213,8,-10.9,1,0.0448,0.859,0,0.362,0.459,119.974,3
2LzJtGwiFkyfCqXd01CUgQ,4vVSu7cUenoviGJ6LW8zZR,Garden,Garden,Amni Musfirah,26/4/2024,192440,12,spotify:user:bandwagonapp,2024-04-26T05:19:05Z,,0.548,0.556,1,-5.09,0,0.0334,0.207,0,0.188,0.169,144.663,4
2cLTQEPuI7NBteVD6fN9Kx,6QYehwA9q6UQEMs1Vak0uy,SEASONS,SEASONS,Feng Ze,25/4/2024,205161,38,spotify:user:bandwagonapp,2024-04-26T05:19:09Z,"singaporean mandopop,singaporean singer-songwriter,taiwan pop",0.794,0.707,0,-5.607,1,0.0365,0.228,0.00775,0.218,0.96,124.021,4
3JZmfYOhtnQVsBwXof3zPg,2XI2CpdL1MtHXIt0rxa7mS,feelin' low,feelin' low,Jean Seizure,26/4/2024,173217,31,spotify:user:bandwagonapp,2024-04-26T05:19:14Z,singaporean singer-songwriter,0.605,0.784,2,-7.251,1,0.0533,0.0924,0.00000569,0.373,0.467,115.019,4
4VJFOkdwi8nYRYLcmBnW8W,"65ZzuNL3HmtwhF9akIKXuJ,3mUSzVCF0uh8YuVH16vNJS",Too Late,Too Late,"YAØ,me-mai",26/4/2024,186400,44,spotify:user:bandwagonapp,2024-04-26T05:19:19Z,singaporean pop,0.649,0.578,11,-9.874,0,0.0568,0.405,0.00000892,0.119,0.813,149.951,4
0FdOJKtdMvsUMX8X6FvyQb,"0iQ4UvqTfRPoNioVeQLa0W,7qM9nMv6HFHFUpiN034R3z,3vYlOrtxEjNzvUPhacOdoV,67Ofry6ZPlecTnaGUS5tVR",Marabahaya XV,Marabahaya XV,"Pop Shuvit,SonaOne,ShiGGa Shay,TARVETHZ",26/4/2024,226956,39,spotify:user:bandwagonapp,2024-04-26T05:19:22Z,"malaysian hip hop,malaysian indie,malaysian pop,singaporean hip hop,singaporean pop,thai hip hop,thai trap",0.699,0.66,1,-5.637,0,0.104,0.219,0,0.258,0.675,91.988,4
6ner7QTRDbJU5tJG0u4emU,6Ol8MzcK4ARqC8cTJbFxAw,Awesome,Awesome,Sherman Zhuo,26/4/2024,167594,42,spotify:user:bandwagonapp,2024-04-26T05:19:32Z,chinese r&b,0.631,0.61,7,-6.553,1,0.0431,0.131,0,0.126,0.47,149.944,4
2UXtntl8l1yFpR3O24gRxx,"1fQk4DNRfj70qf362wV8GQ,5fhS2j2Yz5Wsg0vISg63hT,730kGJlZWMRyL6yHXyC3vb",STAY WITH ME,STAY WITH ME,"Dominic Chin,lamin,aeriqah",26/4/2024,218000,29,spotify:user:bandwagonapp,2024-04-26T05:19:37Z,singaporean electronic,0.703,0.63,4,-9.369,1,0.0487,0.203,0.000148,0.267,0.508,114.005,4
4dxWKp30sEHuY9dw4q8Bx3,3RJBI40xC4OmwA0ZG026Bb,safe space,safe space,Joy Alexis,26/4/2024,177049,7,spotify:user:bandwagonapp,2024-04-26T05:19:42Z,,0.603,0.494,6,-9.718,0,0.0769,0.757,0.00237,0.0978,0.357,121.851,4
2hgVcJzG78eIZ8FqkD8nqq,"7GjoDFouaoWc8el1oOsKHD,5EdTcCnecu4gcvXdZHqsfq","For My Brother (Jan,2020)","For My Brother (Jan, 2020)","Will Beale,Wovensound",26/4/2024,180394,1,spotify:user:bandwagonapp,2024-04-26T05:19:45Z,singaporean hip hop,0.483,0.267,8,-13.407,1,0.0412,0.574,0.00000945,0.0991,0.144,99.856,4
5qlzgcbhJO8S2W1kCPCidd,"6zCAdMK7SVxKyGMnAc26Cy,7Dx7RhX0mFuXhCOUgB01uM",THE RELENTLESS,THE RELENTLESS,"Power Station,JJ Lin",22/4/2024,255669,48,spotify:user:bandwagonapp,2024-04-26T05:19:50Z,"c-pop,mandopop,singaporean mandopop,singaporean pop",0.486,0.67,0,-7.08,1,0.0345,0.146,0,0.119,0.248,134.671,4
2mUR55Wjb8apkXR0QJyQrn,1f6N8jV8uXpdnTCEt6Y8H6,Fake,Fake,JustJaewin,26/4/2024,160400,12,spotify:user:bandwagonapp,2024-04-26T05:19:53Z,,0.489,0.685,10,-9.717,0,0.066,0.0197,0.445,0.191,0.514,149.846,4
58fAWitI1FzkpU2ZaY5BTz,5YPzo8kOw6lRwE2COt9awu,Mess it Up,Mess it Up,Brielle Kaga,26/4/2024,134108,21,spotify:user:bandwagonapp,2024-04-26T05:19:57Z,,0.644,0.558,11,-7.055,1,0.072,0.678,0,0.104,0.341,161.112,3
3xs0pfJVNbnsA07tYfb3zi,60fPrFSRdRiWVjU7Nuc0pg,Wish You Well,Wish You Well,Buddha in the Balcony,20/4/2024,171428,20,spotify:user:bandwagonapp,2024-04-26T05:20:01Z,,0.675,0.569,10,-11.616,1,0.0285,0.48,0,0.201,0.303,111.933,4
2TnwiwXe4ktgHJ5sv53Zhu,4vQImXwkGScLSMJGLdFaXx,matters of the heart,matters of the heart,Elaine,19/4/2024,204272,34,spotify:user:bandwagonapp,2024-04-19T03:32:45Z,,0.678,0.941,5,-4.776,1,0.0329,0.0418,0.000185,0.274,0.585,110.004,4
6ZEyZacqnciAOXvPD4xvf9,4kV6iM6LBNfZX4qRHJUoNH,My Instincts Are Tragic,My Instincts Are Tragic,Matilde G,19/4/2024,192418,48,spotify:user:bandwagonapp,2024-04-19T03:32:45Z,,0.473,0.761,3,-6.493,0,0.0677,0.374,0,0.109,0.302,76.512,4
4M3hHNW0KHHtePSk305uLt,2yv1QEWNbHyf6ErJzCNmlg,Leave You On Read,Leave You On Read,Iman Fandi,19/4/2024,189120,40,spotify:user:bandwagonapp,2024-04-19T03:32:45Z,singaporean pop,0.764,0.875,11,-5.399,0,0.0481,0.00808,0.00306,0.0279,0.592,124.982,4
4BEEVA68KJVt0rgGwByDkN,"6uxDuPWsZwqC5tLhmoaAFZ,3FodFdWfVWIiER6Cv6YVVQ,3g9k2cNSlZn5zbRT2l671q",底气 - Definitely,底气 (Definitely),"Joanna Dong,Charlie Lim,Katz",18/4/2024,203076,31,spotify:user:bandwagonapp,2024-04-19T03:32:45Z,"jazz pop,singaporean mandopop,singaporean pop,australian electropop",0.655,0.262,0,-11.856,1,0.0276,0.939,0.000004,0.109,0.397,104.037,4
4IDMl69TvBwp6uZtshUTU7,41DKMtAnhVo7aDeluAHDJg,Close The Distance,Close The Distance / A Matter Of Chance,MYRNE,16/4/2024,355480,41,spotify:user:bandwagonapp,2024-04-19T03:32:45Z,"future bass,gaming edm,melodic dubstep,pop edm,singaporean electronic,singaporean pop,vapor twitch",0.572,0.88,7,-6.504,1,0.0438,0.0859,0.773,0.0674,0.203,126.01,4
0SZqWZ6gidnTieV78bUAbs,6WK3Qxj1lGo2lr8d7y2fZM,True North,True North,Jay Ocean,19/4/2024,198281,28,spotify:user:bandwagonapp,2024-04-19T03:32:45Z,"singaporean electronic,singaporean pop",0.639,0.671,0,-7.975,1,0.0317,0.00459,0.787,0.116,0.232,125.998,4
2tK0o3mmOXo7OBE4qftoZE,5rHKu25IpEOc7hkwaWNldt,Part Time Lover,Part Time Lover,Ralph Alvern,19/4/2024,215380,30,spotify:user:bandwagonapp,2024-04-19T03:32:45Z,singaporean singer-songwriter,0.676,0.607,11,-6.563,1,0.0373,0.508,0,0.562,0.69,92.001,4
1bDUV22jYo4ClDpWldOA2R,5S9GPm0jvveRHL8QNWircV,be honest,be honest,owellciao,19/4/2024,179417,16,spotify:user:bandwagonapp,2024-04-19T03:32:45Z,,0.626,0.692,7,-8.713,1,0.0528,0.711,0.00107,0.132,0.143,102.991,4
4BIk5MfgTXH0LheS4NDlOW,6nSeeZSMwiD5fk8FJoNZW4,Train Drum,Train Drum,Man N' Machine,15/4/2024,160867,2,spotify:user:bandwagonapp,2024-04-19T03:32:45Z,,0.773,0.702,10,-18.12,0,0.104,0.132,0.938,0.105,0.467,91.966,1
0WVynoxYPMuxR5XnFflGfv,2XBiI8PjCnjJ3XKWtiKcvc,blame,blame,brb.,12/4/2024,174315,53,spotify:user:bandwagonapp,2024-04-12T04:24:43Z,"bedroom r&b,singaporean pop",0.692,0.625,11,-6.635,0,0.0445,0.317,0,0.179,0.606,95.043,4
0jhEgX44uAhRO0slFGE9HJ,5rirdMf17gTWSFQI8koNSA,請你告訴我,請你告訴我,Homeless Scholars,12/4/2024,208521,28,spotify:user:bandwagonapp,2024-04-12T04:24:49Z,,0.52,0.576,5,-5.609,1,0.0381,0.114,0.22,0.107,0.133,123.02,4
0PniEiQy1FHM6BHXL1og10,"7sgCE3ohbG3OTTiW12qYTF,1iQWokgeROUSPQ8L39ycdh,5EdTcCnecu4gcvXdZHqsfq,0eT8TvAIbIRAJ7YoUVbCCP",GDNGHT,GDMRNG.GDNGHT,"Eliza Cuarez,Ihasamic!,Wovensound,Sreshya",12/4/2024,186000,6,spotify:user:bandwagonapp,2024-04-12T04:24:54Z,singaporean hip hop,0.216,0.303,4,-8.306,0,0.0305,0.459,0.00000141,0.128,0.114,61.827,3
6InQBvC0mqMd8NHs1BUTaB,"30OV13xhfDuLD5dIMT3GNA,19fY7qlB3oRObm7sXD64kI",Party 要跳,Party 要跳,"Glenn Yong,Blink",12/4/2024,129373,28,spotify:user:bandwagonapp,2024-04-12T04:25:00Z,,0.629,0.926,11,-6.99,0,0.149,0.0169,0.000429,0.262,0.684,160.027,4
1OvQbBToQ5gMPs7bwqUbbz,376pcuw4IgWBMOUwCr8kIm,芬蘭距離,《不夠善良的我們 : 戲劇音樂設計專輯》,Tanya Chua,12/4/2024,349541,58,spotify:user:bandwagonapp,2024-04-12T04:25:04Z,"mandopop,singaporean mandopop,singaporean pop,singaporean singer-songwriter,taiwan singer-songwriter",0.482,0.172,0,-9.94,1,0.0279,0.881,0.00000108,0.108,0.18,80.058,4
4Qsvs2QXFSsYTMULRn6Wbm,2VIpsUyYMf7opaz3dG4OiF,To reach a part of your brain,To reach a part of your brain,Reub,11/4/2024,279626,18,spotify:user:bandwagonapp,2024-04-12T04:25:11Z,,0.38,0.39,6,-11.451,1,0.033,0.921,0.0033,0.121,0.16,134.078,3
0cE9ZWnzXQqV8ScT2PBhtj,"2An9jABsB4sGREMIdIwHHp,7byrDnFqEOBAWyWRFuYUrJ",Lose Myself,Lose Myself,"Virgo's Child,Chelsea Cara",12/4/2024,153442,23,spotify:user:bandwagonapp,2024-04-12T04:25:15Z,,0.785,0.682,8,-7.245,1,0.0427,0.183,0,0.12,0.152,122.08,4
43KypYZ2m6Y4w6geOxmqmI,1SRh1NDvAYA3YA61aZfvpa,NLG,NLG,Hulvs,12/4/2024,147540,0,spotify:user:bandwagonapp,2024-04-12T04:25:25Z,,0.306,0.261,8,-13.961,1,0.0316,0.935,0.0282,0.0989,0.229,164.15,4
2uXXAEYHS3ZlpTLkP92qFn,"2FLLe3g3iESugLhoLdP0fl,7H2gOfWDAVINu72BGZctLn",Joget Juadah Lebaran,Joget Juadah Lebaran,"Rudy Djoe,Rahimah Rahim",1/4/2024,156000,1,spotify:user:bandwagonapp,2024-04-05T06:15:56Z,"classic malaysian pop,rock kapak",0.698,0.495,1,-17.486,1,0.189,0.581,0,0.369,0.936,119.239,4
1OxW5HUdYBZVCuiPGUPXhb,376pcuw4IgWBMOUwCr8kIm,善良的我們 (影集《不夠善良的我們》片尾曲),善良的我們 (影集《不夠善良的我們》片尾曲),Tanya Chua,3/4/2024,235764,54,spotify:user:bandwagonapp,2024-04-05T06:16:01Z,"mandopop,singaporean mandopop,singaporean pop,singaporean singer-songwriter,taiwan singer-songwriter",0.495,0.193,6,-9.329,1,0.0319,0.948,0.0000138,0.098,0.252,137.915,4
4bRmlxIFjwicz4OvXHRDMD,237vmjKXOc0nwXk4vpl89F,Ride or Die,Ride or Die,Haven,5/4/2024,177876,42,spotify:user:bandwagonapp,2024-04-05T06:16:07Z,,0.709,0.656,10,-4.683,1,0.0858,0.249,0,0.108,0.509,83.11,4
5OyjgGolsgzoqM6DRTlOuI,5Iyx1kSKoYvJz0gCrsFLW6,take what i can get,take what i can get,Marian Carmel,5/4/2024,163357,27,spotify:user:bandwagonapp,2024-04-05T06:16:14Z,singaporean singer-songwriter,0.805,0.437,1,-8.107,1,0.172,0.57,0,0.373,0.809,137.037,4
1QXkKpQDh61HXEKDivSATE,"1R2OPNS7EkGLKcDjyGnpEu,64A8LUUbYeqJBw4rv0OTxf",One More Dance,One More Dance,"Foxela,gels",5/4/2024,171968,17,spotify:user:bandwagonapp,2024-04-05T06:16:24Z,"singaporean electronic,singaporean pop",0.636,0.653,11,-8.811,0,0.0452,0.309,0.00471,0.0851,0.0387,127.062,4
12fDGZPMJXkcFuqVytBT1t,1aqEk77J220IxgnGsgEz9T,can't you see,can't you see,Shye,5/4/2024,203902,36,spotify:user:bandwagonapp,2024-04-05T06:16:29Z,singaporean pop,0.525,0.491,7,-11.289,1,0.0475,0.27,0.0733,0.161,0.53,122.935,4
5Yje4jpKSy4V9QabcPCEhF,4ITvgKI1DUW1wDPkWEycP9,Taking A Chance On Love,Taking A Chance On Love,Vanessa Shavonne,4/4/2024,253700,33,spotify:user:bandwagonapp,2024-04-05T06:16:35Z,,0.637,0.393,7,-10.112,0,0.036,0.791,0.00000546,0.135,0.552,77.475,4
1qeARXxYDgluEDutS0uZ9M,3OgaUpmzmx4xLyszJpjWvK,death to the ego,death to the ego,Aisha Ayesha,1/4/2024,145153,15,spotify:user:bandwagonapp,2024-04-05T06:16:40Z,,0.567,0.405,6,-11.52,0,0.305,0.364,0,0.109,0.643,80.476,4
740TDmAODvc95Bp2bEpKAG,64qqYNj9F1y7FnbpAiHRUQ,SOINLOVE,SOINLOVE,ili Aye,5/4/2024,248171,8,spotify:user:bandwagonapp,2024-04-19T03:33:00Z,,0.4,0.463,7,-11.399,0,0.0955,0.643,0.0112,0.137,0.255,142.395,4
2nKWmGyL3h8xu6dlsD7CB7,6pfmrPAgSkSRCZXAkbkGyb,Why,Coming Up Roses,Coming Up Roses,5/4/2024,351010,23,spotify:user:bandwagonapp,2024-04-05T06:16:46Z,singaporean indie,0.368,0.566,1,-6.11,0,0.0348,0.0044,0.00377,0.1,0.0706,133.936,3
6yba8v6BilipDbSBihUC5Z,"16be15Aitv731NGEMWwt9V,2vmWNXWLIWsf0mlVQoO251",Today,benjapes!,"CURB,Mary Sue",2/4/2024,88691,16,spotify:user:bandwagonapp,2024-04-05T06:16:51Z,chill abstract hip hop,0.244,0.664,9,-8.41,1,0.0524,0.0406,0.225,0.426,0.104,62.632,4
71OkGMkdrR4MuxFJI8uhaa,"1GG45fl2LYpdywitayCzGs,7AazlgvHhFoS9KnkcuMkwo,7jQRml1nEKz0YKcfSCuqm9,3CoxnqdIPx4y03sqIcXeFx",HYPNOTIZE,HYPNOTIZE,"AiZack,Azzy,ZEKE.,Reiklytokyo",5/4/2024,123802,17,spotify:user:bandwagonapp,2024-04-05T06:16:55Z,,0.693,0.5,5,-13.141,0,0.304,0.579,0,0.125,0.53,142.111,4
2fy1OOHFWdnVPi4xoDWkMi,624di24HXgttjdzLB0MgNW,As Long As I'm With You,As Long As I'm With You,Charis,5/4/2024,188659,18,spotify:user:bandwagonapp,2024-04-05T06:17:01Z,,0.543,0.462,11,-10.308,1,0.027,0.000664,0.0000405,0.148,0.386,97.057,4
7bKeqLu2NQOME2TnwkoKmS,"1fQk4DNRfj70qf362wV8GQ,5fhS2j2Yz5Wsg0vISg63hT",LOSING FEELINGS,LOSING FEELINGS,"Dominic Chin,lamin",29/3/2024,125492,33,spotify:user:bandwagonapp,2024-04-01T06:21:10Z,singaporean electronic,0.653,0.345,6,-8.413,0,0.052,0.615,0.00000149,0.169,0.586,71.029,4
5kC5BdfOeJfIytZy7LEFx3,6GvQJnPSXsAGPLRfoqfTfK,Scarred for Tryin.,Scarred for Tryin.,Gen Neo,29/3/2024,187027,41,spotify:user:bandwagonapp,2024-04-01T06:21:10Z,chinese electropop,0.743,0.481,0,-7.619,0,0.0905,0.833,0,0.191,0.499,110.957,4
0a95qgwnfVJ7mNNfmCy6tl,"6XYPDozxzEi0iu380aAYnL,6AtgLd3rwVPep5RSPWRQ1T,0FnDCrmcQT8qz5TEsZIYw5",Six Years in the Game (WUKONG Remix),Six Years in the Game (WUKONG Remix),"VannDa,WUKONG,Awich",29/3/2024,198400,31,spotify:user:bandwagonapp,2024-04-01T06:21:10Z,"cambodian pop,khmer hip hop,singaporean electronic,j-rap,josei rap",0.622,0.989,10,-2.445,0,0.228,0.0332,0.0000589,0.184,0.459,75.018,4
3E1VSRMEAGANSBDgkPFbTh,"0XaKTTVvegITqWH3AW1DeD,4lHami8xckVla2jLSrYkbs",We're Having A Baby,We're Having A Baby,"Amanda Ong,The Fool",29/3/2024,100909,8,spotify:user:bandwagonapp,2024-04-01T06:21:10Z,"singaporean indie,singaporean singer-songwriter",0.648,0.275,2,-16.324,1,0.0553,0.718,0,0.151,0.342,131.891,4
0Pt9QtaTly37aWEIfhKSz9,"1QdTqQYcmC2ZgxedjFARhC,0UjqqPr0hK1lIx0i69KNxp,6cgH2haWbRQQHgpR5r7o4u",Nur Lebaran,Nur Lebaran,"Hazrul Nizam,Diana Nazyra,Khadijah Ibrahim",29/3/2024,199452,19,spotify:user:bandwagonapp,2024-04-01T06:21:10Z,"classic malaysian pop,rock kapak",0.4,0.515,11,-9.956,1,0.0455,0.31,0,0.481,0.872,180.022,3
4rt9bnHdMk636bZk80yX4M,2zDF6PeSxBlLKma4IMAlLu,Second Gear,Second Gear,hongjoin,29/3/2024,186711,27,spotify:user:bandwagonapp,2024-04-01T06:21:10Z,,0.724,0.569,10,-9.383,1,0.0447,0.098,0.0000118,0.364,0.363,128.033,4
0SRtz5oquBiSRAX1CR4RNS,"1MPSyVOJbRJmJsc4SsRNhI,5919jm9yzUt6gUPizBaaXN",Our Story,Our Story,"Aaron Bunac,Peter Huang",29/3/2024,198260,9,spotify:user:bandwagonapp,2024-04-01T06:21:10Z,,0.698,0.77,0,-4.775,1,0.0794,0.0166,0,0.551,0.736,127.025,4
7msjiBu6SoDxqDPLD7D1qK,7HA7Xpc6jxV0orcFXWJDe7,Money Music,Money Music,Elsa Mickayla,29/3/2024,140816,14,spotify:user:bandwagonapp,2024-04-01T06:21:10Z,,0.52,0.597,0,-9.053,0,0.0633,0.0738,0,0.292,0.629,98.249,4
4UBsX5agSOMRLS0xgiqOCJ,16be15Aitv731NGEMWwt9V,Nothing,Nothing,CURB,26/3/2024,181393,16,spotify:user:bandwagonapp,2024-04-01T06:21:10Z,,0.186,0.804,11,-6.024,0,0.0706,0.125,0.0478,0.303,0.298,152.89,4
3Ta2Ikr4qNlS8HyMBPsiaG,2vmWNXWLIWsf0mlVQoO251,Fables,Voice Memos From A Winter In China,Mary Sue,28/3/2024,108500,11,spotify:user:bandwagonapp,2024-04-01T06:21:10Z,chill abstract hip hop,0.34,0.653,1,-6.736,0,0.165,0.222,0.00000412,0.124,0.635,88.142,4
0stN9NgkHSdFMz6AXxJ5rd,"1BoHsuLUJcJjJZoQ9fME9F,3KuPE4nn5XhyNAf8gJRgjq,70Gz9k7SB2e4FszWHtUubJ",Huray Huray Raya,Huray Huray Raya,"Flique Mohamad,Erwin Purnama,Syahiran Taufeq",28/3/2024,191559,18,spotify:user:bandwagonapp,2024-04-01T06:21:10Z,,0.702,0.827,2,-8.588,1,0.0431,0.517,0.0000643,0.125,0.476,108.972,4
